# Annotated with Bakta
# Software: v1.9.3
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	99738	100766	+	BEEJFJ_00470	spo0J	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	COG:COG1475, COG:D, RefSeq:WP_009260038.1, SO:0001217, UniParc:UPI000246CBF4, UniRef:UniRef100_A0A173YM27, UniRef:UniRef50_A0A1Y3QTP5, UniRef:UniRef90_A0A1Y4FFR5
contig_1	cds	101547	101915	+	BEEJFJ_00475	tnpV	TnpV protein	RefSeq:WP_055271818.1, SO:0001217, UniParc:UPI0006C5B535, UniRef:UniRef100_A0A173YKZ9, UniRef:UniRef50_A0A089MCZ7, UniRef:UniRef90_A0A1C5YK40
contig_1	cds	102113	109210	+	BEEJFJ_00480		Adenine-specific DNA methylase, N12 class	COG:COG4646, COG:L, SO:0001217, UniRef:UniRef50_A0A0F2JC81, UniRef:UniRef90_A0A1C7FTR1
contig_1	cds	109435	110532	+	BEEJFJ_00485		hypothetical protein	RefSeq:WP_243282745.1, SO:0001217, UniParc:UPI0006C2F224, UniRef:UniRef100_A0A173YLC5, UniRef:UniRef50_A0A417HLK0, UniRef:UniRef90_A0A6I3QDH0
contig_1	cds	110557	110655	+	BEEJFJ_00490		hypothetical protein	SO:0001217, UniParc:UPI0006C0ECF9, UniRef:UniRef100_A0A173YNM1, UniRef:UniRef50_A0A1C5YK05, UniRef:UniRef90_A0A1C5YK05
contig_1	cds	110688	111581	+	BEEJFJ_00495	yubB	YubB ferredoxin-like domain-containing protein	RefSeq:WP_065533966.1, SO:0001217, UniParc:UPI0006C2011D, UniRef:UniRef100_A0A173YQA9, UniRef:UniRef50_A0A1Y4S9H0, UniRef:UniRef90_A0A173YQA9
contig_1	cds	111637	112158	+	BEEJFJ_00500		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6N7W5W3
contig_1	cds	112142	112726	+	BEEJFJ_00505		DUF4314 domain-containing protein	RefSeq:WP_065533967.1, SO:0001217, UniParc:UPI0006C500F9, UniRef:UniRef100_A0A1C7FJ73, UniRef:UniRef50_C0EBT3, UniRef:UniRef90_A0A1C7FJ73
contig_1	cds	112738	113808	+	BEEJFJ_00510		DUF3991 domain-containing protein	RefSeq:WP_055271843.1, SO:0001217, UniParc:UPI0006BEF08E, UniRef:UniRef100_A0A173YMK6, UniRef:UniRef50_A0A0L6JPM0, UniRef:UniRef90_A0A1C5YJQ5
contig_1	cds	113945	114922	+	BEEJFJ_00515		SMI1/KNR4 family protein	RefSeq:WP_009260028.1, SO:0001217, UniParc:UPI000246CAE6, UniRef:UniRef100_A0A174WKE7, UniRef:UniRef50_A0A1Y4S7T6, UniRef:UniRef90_A0A6N7W3Y3
contig_1	cds	115154	115636	+	BEEJFJ_00520	copG	Ribbon-helix-helix protein CopG domain-containing protein	RefSeq:WP_009260027.1, SO:0001217, UniParc:UPI000246CAE5, UniRef:UniRef100_A0A173YPA9, UniRef:UniRef50_G2FLL8, UniRef:UniRef90_A0A1Y4HDT8
contig_1	cds	115617	116852	+	BEEJFJ_00525		Relaxase/mobilization nuclease domain-containing protein	RefSeq:WP_087359744.1, SO:0001217, UniParc:UPI000B36CBA6, UniRef:UniRef100_A0A1Y4FFU2, UniRef:UniRef50_A0A316MAZ8, UniRef:UniRef90_A0A1C7FJ36
contig_1	cds	116974	118185	+	BEEJFJ_00530		putative ATPase, AAA+ superfamily	COG:COG1373, COG:R, KEGG:K07133, RefSeq:WP_065533969.1, SO:0001217, UniParc:UPI0006C4822A, UniRef:UniRef100_A0A173YNU2, UniRef:UniRef50_F7UZ71, UniRef:UniRef90_A0A1C5RS41
contig_1	cds	118426	118752	+	BEEJFJ_00535		Transposase DDE domain-containing protein	RefSeq:WP_009260024.1, SO:0001217, UniParc:UPI000246CAE2, UniRef:UniRef100_A0A173YR85, UniRef:UniRef50_A0A1Y4HDS6, UniRef:UniRef90_A0A173YR85
contig_1	cds	118769	119452	+	BEEJFJ_00540	pocR	PocR domain-containing protein	RefSeq:WP_009260023.1, SO:0001217, UniParc:UPI000246CAE1, UniRef:UniRef100_A0A173YQ53, UniRef:UniRef50_A0A1E3UMX3, UniRef:UniRef90_A0A6I3QR31
contig_1	cds	119456	119743	+	BEEJFJ_00545		Coat F domain protein	RefSeq:WP_009260022.1, SO:0001217, UniParc:UPI000246CAE0, UniRef:UniRef100_A0A1C7FUD4, UniRef:UniRef50_A0A0L6JPR4, UniRef:UniRef90_A0A1C7FUD4
contig_1	cds	119736	120104	+	BEEJFJ_00550		hypothetical protein	RefSeq:WP_065533970.1, SO:0001217, UniParc:UPI0006BF576B, UniRef:UniRef100_A0A173YNI5, UniRef:UniRef50_A0A316M829, UniRef:UniRef90_C0EBU3
contig_1	cds	120113	120826	+	BEEJFJ_00555		DUF4406 domain-containing protein	RefSeq:WP_009260020.1, SO:0001217, UniParc:UPI000246CADE, UniRef:UniRef100_A0A174WS61, UniRef:UniRef50_A0A1C3FC89, UniRef:UniRef90_A0A174WS61
contig_1	cds	120823	121269	+	BEEJFJ_00560		TRAG family protein	RefSeq:WP_065533971.1, SO:0001217, UniParc:UPI0006C4F414, UniRef:UniRef100_A0A173YPQ4, UniRef:UniRef50_A0A0L6JPK5, UniRef:UniRef90_A0A173YPQ4
contig_1	cds	121279	122835	+	BEEJFJ_00565	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase	COG:COG3505, COG:U, RefSeq:WP_065533972.1, SO:0001217, UniParc:UPI0006C531A0, UniRef:UniRef100_A0A173YPR2, UniRef:UniRef50_A0A974PD25, UniRef:UniRef90_A0A173YPR2
contig_1	cds	122852	123214	+	BEEJFJ_00570		DUF4190 domain-containing protein	RefSeq:WP_055271749.1, SO:0001217, UniParc:UPI0006BF8B9D, UniRef:UniRef100_A0A173YPK8, UniRef:UniRef50_N2A2F6, UniRef:UniRef90_A0A173YPK8
contig_1	cds	123292	123555	+	BEEJFJ_00575		DUF4179 domain-containing protein	RefSeq:WP_065533973.1, SO:0001217, UniParc:UPI0006C35646, UniRef:UniRef100_A0A173YPP4, UniRef:UniRef50_A0A4R1QZ07, UniRef:UniRef90_A0A373CTY7
contig_1	cds	123616	123897	+	BEEJFJ_00580	spoVG	DNA-binding protein SpoVG, cell septation regulator	COG:COG2088, COG:D, RefSeq:WP_065533974.1, SO:0001217, UniParc:UPI0006C18930, UniRef:UniRef100_A0A174U2I4, UniRef:UniRef50_A0A1Y3XRX0, UniRef:UniRef90_A0A6I2RB18
contig_1	cds	123968	124804	+	BEEJFJ_00585	trbL	Conjugal transfer protein TrbL	RefSeq:WP_065533975.1, SO:0001217, UniParc:UPI0006C676D2, UniRef:UniRef100_A0A174U255, UniRef:UniRef50_D9SP90, UniRef:UniRef90_C0EBV1
contig_1	cds	124816	125025	+	BEEJFJ_00590		Mercury transporter	RefSeq:WP_009260013.1, SO:0001217, UniParc:UPI000246CAD7, UniRef:UniRef100_A0A174WB91, UniRef:UniRef50_D9RAM5, UniRef:UniRef90_A0A1C5YJ22
contig_1	cds	125035	125358	+	BEEJFJ_00595	prgI	PrgI family protein	RefSeq:WP_009260012.1, SO:0001217, UniParc:UPI000246CAD6, UniRef:UniRef100_A0A174WI74, UniRef:UniRef50_D9RAM3, UniRef:UniRef90_A0A174WI74
contig_1	cds	125358	125840	+	BEEJFJ_00600		DUF3849 domain-containing protein	RefSeq:WP_009260011.1, SO:0001217, UniParc:UPI000246CAD5, UniRef:UniRef100_A0A173YGD2, UniRef:UniRef50_C0EBV4, UniRef:UniRef90_A0A1Y4FFQ6
contig_1	cds	126446	127165	+	BEEJFJ_00605	dcm	DNA-cytosine methylase	COG:COG0270, COG:L, SO:0001217, UniParc:UPI0006C50544, UniRef:UniRef100_A0A174WIR4, UniRef:UniRef50_A0A3A8YFJ3, UniRef:UniRef90_A0A174WIR4
contig_1	cds	127162	127257	+	BEEJFJ_00610		hypothetical protein	SO:0001217, UniParc:UPI000246CAD3, UniRef:UniRef100_A0A174WI60, UniRef:UniRef50_A0A1C5YIX0, UniRef:UniRef90_A0A174WI60
contig_1	cds	127384	127986	+	BEEJFJ_00615		DUF3848 domain-containing protein	RefSeq:WP_009260008.1, SO:0001217, UniParc:UPI000246CAD2, UniRef:UniRef100_A0A1C7FL01, UniRef:UniRef50_C0EBV6, UniRef:UniRef90_A0A1C7FL01
contig_1	cds	127983	128429	+	BEEJFJ_00620	cpaA	Flp pilus assembly protein, protease CpaA	RefSeq:WP_055271721.1, SO:0001217, UniParc:UPI0006C100E1, UniRef:UniRef100_A0A173YCZ4, UniRef:UniRef50_A0A4R1QZ02, UniRef:UniRef90_A0A173YCZ4
contig_1	cds	128448	129290	+	BEEJFJ_00625	cpaB	Pilus assembly protein CpaB	RefSeq:WP_065533976.1, SO:0001217, UniParc:UPI00080C50EE, UniRef:UniRef100_A0A1C7FJ90, UniRef:UniRef50_A0A1E3A1Q5, UniRef:UniRef90_A0A1C7FJ90
contig_1	cds	129280	130035	+	BEEJFJ_00630	parA	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	COG:COG1192, COG:DN, RefSeq:WP_065533977.1, SO:0001217, UniParc:UPI0006C65EA2, UniRef:UniRef100_A0A173YCR4, UniRef:UniRef50_A0A316MPZ8, UniRef:UniRef90_C0EBV9
contig_1	cds	130025	131401	+	BEEJFJ_00635	cpaF	Pilus assembly protein, ATPase of CpaF family	COG:COG4962, COG:UW, RefSeq:WP_055271715.1, SO:0001217, UniParc:UPI0006C46465, UniRef:UniRef100_A0A174WA42, UniRef:UniRef50_Q24NE2, UniRef:UniRef90_A0A173YEI1
contig_1	cds	131398	132327	+	BEEJFJ_00640	tadB	Flp pilus assembly protein TadB	RefSeq:WP_055271713.1, SO:0001217, UniParc:UPI0006C4C331, UniRef:UniRef100_A0A173YFW9, UniRef:UniRef50_A0A1M5Q971, UniRef:UniRef90_A0A6I3Q896
contig_1	cds	132832	133704	+	BEEJFJ_00645		Bacterial type II secretion system domain protein F	RefSeq:WP_055271711.1, SO:0001217, UniParc:UPI0006C6CB21, UniRef:UniRef100_A0A174WA25, UniRef:UniRef50_C0EBW3, UniRef:UniRef90_C0EBW3
contig_1	cds	133722	134117	+	BEEJFJ_00650		DUF4320 domain-containing protein	SO:0001217, UniParc:UPI0006C6DEFB, UniRef:UniRef100_A0A173YE29, UniRef:UniRef50_L0F843, UniRef:UniRef90_A0A1C7FJ52
contig_1	cds	134114	134659	+	BEEJFJ_00655		Flp pilus-assembly TadG-like N-terminal domain-containing protein	RefSeq:WP_009259999.1, SO:0001217, UniParc:UPI000246CAC9, UniRef:UniRef100_A0A173YCR9, UniRef:UniRef50_A0A0L6JUV6, UniRef:UniRef90_A0A173YCR9
contig_1	cds	134813	135358	+	BEEJFJ_00660		Ribonucleases G and E	RefSeq:WP_065533978.1, SO:0001217, UniParc:UPI00080C5B58, UniRef:UniRef100_A0A1C7FKI3, UniRef:UniRef50_A0A1C7FKI3, UniRef:UniRef90_A0A1C7FKI3
contig_1	cds	135439	137139	+	BEEJFJ_00665		Ig-like domain-containing protein	SO:0001217, UniParc:UPI00080C4875, UniRef:UniRef100_A0A1C7FL11, UniRef:UniRef50_R9IK45, UniRef:UniRef90_A0A1C7FL11
contig_1	cds	137136	137567	+	BEEJFJ_00670		DUF3846 domain-containing protein	SO:0001217, UniParc:UPI0006C158CA, UniRef:UniRef100_A0A174WD34, UniRef:UniRef50_C0EBW9, UniRef:UniRef90_A0A174WD34
contig_1	cds	137564	137938	+	BEEJFJ_00675		hypothetical protein	RefSeq:WP_055271787.1, SO:0001217, UniParc:UPI0006C48238, UniRef:UniRef100_A0A173YC83, UniRef:UniRef50_A0A1Y3S4A4, UniRef:UniRef90_A0A173YC83
contig_1	cds	137968	138666	+	BEEJFJ_00680		hypothetical protein	SO:0001217, UniParc:UPI0006BFA7E8, UniRef:UniRef100_A0A173YCF7, UniRef:UniRef50_D9RA82, UniRef:UniRef90_A0A1C5YHL6
contig_1	cds	138669	139613	+	BEEJFJ_00685	cysD	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	COG:COG0175, COG:EH, RefSeq:WP_055271785.1, SO:0001217, UniParc:UPI0006C2CB27, UniRef:UniRef100_A0A174WKR6, UniRef:UniRef50_A0A1E3A285, UniRef:UniRef90_A0A174WKR6
contig_1	cds	139629	141455	+	BEEJFJ_00690	virB4	Type IV secretory pathway, VirB4 component	COG:COG3451, COG:U, RefSeq:WP_055271783.1, SO:0001217, UniParc:UPI0006C3CCF6, UniRef:UniRef100_A0A174WLM5, UniRef:UniRef50_A0A0L6JPI5, UniRef:UniRef90_A0A174WLM5
contig_1	cds	141519	141998	+	BEEJFJ_00695		SMI1/KNR4 family protein	RefSeq:WP_055271780.1, SO:0001217, UniParc:UPI0006C09C63, UniRef:UniRef100_A0A174WHQ6, UniRef:UniRef50_A0A174WPF9, UniRef:UniRef90_A0A174WPF9
contig_1	cds	142013	142840	+	BEEJFJ_00700		Peptidase C39-like domain-containing protein	RefSeq:WP_055271778.1, SO:0001217, UniParc:UPI0006C4B35C, UniRef:UniRef100_A0A173YAX6, UniRef:UniRef50_R4KBW4, UniRef:UniRef90_A0A1C5YIC5
contig_1	cds	142852	143001	+	BEEJFJ_00705		hypothetical protein	RefSeq:WP_164998286.1, SO:0001217, UniParc:UPI000820E28F, UniRef:UniRef100_A0A1C5YHA9, UniRef:UniRef50_C0EBX6, UniRef:UniRef90_A0A1C5YHA9
contig_1	cds	142979	144013	+	BEEJFJ_00710		CobQ/CobB/MinD/ParA nucleotide binding domain-containing protein	RefSeq:WP_065533980.1, SO:0001217, UniParc:UPI00080C36C1, UniRef:UniRef100_A0A1C7FJ61, UniRef:UniRef50_A0A6N7WKI1, UniRef:UniRef90_A0A6N7WKI1
contig_1	cds	144046	144573	+	BEEJFJ_00715		Helix-turn-helix domain-containing protein	RefSeq:WP_009259986.1, SO:0001217, UniParc:UPI000246CABC, UniRef:UniRef100_A0A174WCM8, UniRef:UniRef50_A0A1C5YI61, UniRef:UniRef90_A0A174WCM8
contig_1	cds	145435	146232	-	BEEJFJ_00720		Phage tail lysozyme domain-containing protein	RefSeq:WP_009259983.1, SO:0001217, UniParc:UPI000246C9D6, UniRef:UniRef100_A0A174WLP2, UniRef:UniRef50_A0A174WLP2, UniRef:UniRef90_A0A174WLP2
contig_1	cds	147020	148093	-	BEEJFJ_00725	lprI	Lysozyme inhibitor LprI N-terminal domain-containing protein	RefSeq:WP_009259982.1, SO:0001217, UniParc:UPI000246C9D5, UniRef:UniRef100_A0A174WLP6, UniRef:UniRef50_A0A174WLP6, UniRef:UniRef90_A0A174WLP6
contig_1	cds	149555	150085	+	BEEJFJ_00730	rpoE	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	COG:COG1595, COG:K, RefSeq:WP_084461887.1, SO:0001217, UniParc:UPI0009C1FD32, UniRef:UniRef100_A0A1V0QCA2, UniRef:UniRef50_A0A1V0QCA2, UniRef:UniRef90_A0A1V0QCA2
contig_1	cds	150146	151009	+	BEEJFJ_00735		DUF4367 domain-containing protein	RefSeq:WP_009259754.1, SO:0001217, UniParc:UPI000246C0C5, UniRef:UniRef100_A0A174W838, UniRef:UniRef50_A0A174W838, UniRef:UniRef90_A0A174W838
contig_1	cds	152606	152761	-	BEEJFJ_00740		hypothetical protein	
contig_1	cds	152840	153349	+	BEEJFJ_00745		Sigma-70 family RNA polymerase sigma factor	SO:0001217, UniParc:UPI000246C0C9, UniRef:UniRef100_A0A174WXU3, UniRef:UniRef50_A0A1E3UKP6, UniRef:UniRef90_A0A174WXU3
contig_1	ncRNA-region	153629	153725	+			pemK RNA	RFAM:RF02913, SO:0005836
contig_1	cds	153885	154244	+	BEEJFJ_00750	mazF	mRNA-degrading endonuclease MazF, toxin component of the MazEF toxin-antitoxin module	COG:COG2337, COG:V, RefSeq:WP_009259759.1, SO:0001217, UniParc:UPI000246C0CA, UniRef:UniRef100_A0A174WQ27, UniRef:UniRef50_A0A174WQ27, UniRef:UniRef90_A0A174WQ27
contig_1	cds	154295	154558	+	BEEJFJ_00755		Mobile element protein	RefSeq:WP_009259760.1, SO:0001217, UniParc:UPI000246C0CB, UniRef:UniRef100_A0A174DGH8, UniRef:UniRef50_A0A1C3FCN8, UniRef:UniRef90_A0A174DGH8
contig_1	cds	154690	156357	+	BEEJFJ_00760	pinE	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE	COG:COG1961, COG:L, KEGG:K06400, RefSeq:WP_009259761.1, SO:0001217, UniParc:UPI000246C0CC, UniRef:UniRef100_A0A174WKR8, UniRef:UniRef50_A0A174WKR8, UniRef:UniRef90_A0A174WKR8
contig_1	cds	156358	158061	+	BEEJFJ_00765	pinE	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE	COG:COG1961, COG:L, KEGG:K06400, RefSeq:WP_009259762.1, SO:0001217, UniParc:UPI000246C0CD, UniRef:UniRef100_A0A174WT07, UniRef:UniRef50_A0A316M6I2, UniRef:UniRef90_A0A6I3R0E5
contig_1	cds	158066	159703	+	BEEJFJ_00770	pinE	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE	COG:COG1961, COG:L, RefSeq:WP_055271830.1, SO:0001217, UniParc:UPI0006BEFFB9, UniRef:UniRef100_A0A174WT15, UniRef:UniRef50_A0A174WT15, UniRef:UniRef90_A0A174WT15
contig_1	cds	159690	160031	+	BEEJFJ_00775	pinE	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE	COG:COG1961, COG:L, RefSeq:WP_009259823.1, SO:0001217, UniParc:UPI000246C32E, UniRef:UniRef100_UPI000246C32E, UniRef:UniRef50_A0A1C7FKK3, UniRef:UniRef90_A0A1C7FKK3
contig_1	cds	160155	161627	+	BEEJFJ_00780		recombinase family protein	KEGG:K06400, SO:0001217, UniRef:UniRef50_R9KBU8, UniRef:UniRef90_UPI0024086C5A
contig_1	cds	161716	162840	-	BEEJFJ_00785		DUF6688 domain-containing protein	RefSeq:WP_251444945.1, SO:0001217, UniParc:UPI0020421694, UniRef:UniRef100_UPI0020421694, UniRef:UniRef50_UPI0020421694, UniRef:UniRef90_UPI0020421694
contig_1	ncRNA-region	162941	163039	+			yjdF RNA	RFAM:RF01764, SO:0005836
contig_1	cds	163057	163476	+	BEEJFJ_00790	yjdF	YjdF family protein	RefSeq:WP_251444948.1, SO:0001217, UniParc:UPI002040048B, UniRef:UniRef100_UPI002040048B, UniRef:UniRef50_C0E997, UniRef:UniRef90_UPI002040048B
contig_1	cds	163515	163895	-	BEEJFJ_00795		DUF4363 domain-containing protein	RefSeq:WP_251444951.1, SO:0001217, UniParc:UPI00203B0C18, UniRef:UniRef100_UPI00203B0C18, UniRef:UniRef50_A0A1C6G191, UniRef:UniRef90_UPI00203B0C18
contig_1	cds	163892	164572	-	BEEJFJ_00800		DUF421 domain-containing protein	RefSeq:WP_251444954.1, SO:0001217, UniParc:UPI0020419707, UniRef:UniRef100_UPI0020419707, UniRef:UniRef50_R9LXK5, UniRef:UniRef90_UPI0020419707
contig_1	cds	164777	165445	+	BEEJFJ_00805		hypothetical protein	RefSeq:WP_251444957.1, SO:0001217, UniParc:UPI0020417C09, UniRef:UniRef100_UPI0020417C09, UniRef:UniRef50_S0JH76, UniRef:UniRef90_UPI0020417C09
contig_1	cds	165468	166052	+	BEEJFJ_00810		Bacterial Pleckstrin-like y domain-containing protein	RefSeq:WP_251444960.1, SO:0001217, UniParc:UPI00203BF89B, UniRef:UniRef100_UPI00203BF89B, UniRef:UniRef50_R9KQT2, UniRef:UniRef90_UPI00203BF89B
contig_1	cds	166054	166488	+	BEEJFJ_00815		hypothetical protein	RefSeq:WP_251444963.1, SO:0001217, UniParc:UPI00203D9810, UniRef:UniRef100_UPI00203D9810, UniRef:UniRef50_UPI00195754E2, UniRef:UniRef90_UPI00203D9810
contig_1	cds	166516	168057	+	BEEJFJ_00820	guaA	glutamine-hydrolyzing GMP synthase	EC:6.3.5.2, GO:0003922, GO:0005524, GO:0006177, GO:0016462, KEGG:K01951, RefSeq:WP_251444965.1, SO:0001217, UniParc:UPI00203E9136, UniRef:UniRef100_UPI00203E9136, UniRef:UniRef50_Q73LZ4, UniRef:UniRef90_UPI00203E9136
contig_1	cds	168268	168801	-	BEEJFJ_00825	hipB	Transcriptional regulator, contains XRE-family HTH domain	COG:COG1396, COG:K, RefSeq:WP_019541686.1, SO:0001217, UniParc:UPI00036BC80A, UniRef:UniRef100_A0A1B2I3U3, UniRef:UniRef50_R9JVT6, UniRef:UniRef90_R5AX23
contig_1	cds	168991	169179	+	BEEJFJ_00830		Transcriptional regulator	RefSeq:WP_016412724.1, SO:0001217, UniParc:UPI0003409546, UniRef:UniRef100_A0A1B2I3T0, UniRef:UniRef50_D4LC45, UniRef:UniRef90_A0A1B2I3T0
contig_1	cds	169180	170256	+	BEEJFJ_00835	xerD	Site-specific recombinase XerD	COG:COG4974, COG:L, RefSeq:WP_019541685.1, SO:0001217, UniParc:UPI000377C8D6, UniRef:UniRef100_A0A1B2I3T2, UniRef:UniRef50_R9IXX6, UniRef:UniRef90_A0A1C6GSU2
contig_1	cds	170256	170576	+	BEEJFJ_00840		Mobilization protein	RefSeq:WP_019541684.1, SO:0001217, UniParc:UPI000375E02C, UniRef:UniRef100_A0A1B2I3W4, UniRef:UniRef50_D4LC47, UniRef:UniRef90_A0A1B2I3W4
contig_1	cds	170584	171738	+	BEEJFJ_00845		AAA+ ATPase domain-containing protein	RefSeq:WP_031583915.1, SO:0001217, UniParc:UPI0004E24240, UniRef:UniRef100_A0A1B2I3Y3, UniRef:UniRef50_V2YGH8, UniRef:UniRef90_A0A1B2I3Y3
contig_1	cds	172059	173402	+	BEEJFJ_00850		Recombinase	RefSeq:WP_036376036.1, SO:0001217, UniParc:UPI0005680ABD, UniRef:UniRef100_A0A1B2I3U4, UniRef:UniRef50_A0A7I8D8B4, UniRef:UniRef90_A0A844K9C5
contig_1	cds	173363	173485	+	BEEJFJ_00855		hypothetical protein	SO:0001217, UniParc:UPI00078B1E53, UniRef:UniRef100_A0A142BVK8, UniRef:UniRef50_A0A142BVK8, UniRef:UniRef90_A0A142BVK8
contig_1	cds	173911	175830	+	BEEJFJ_00860	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	COG:COG0480, COG:J, GO:0005525, NCBIProtein:WP_011526261.1, RefSeq:WP_011526261.1, SO:0001217, UniParc:UPI0000D6FA44, UniRef:UniRef100_Q1MRZ1, UniRef:UniRef50_P10952, UniRef:UniRef90_Q8VPD9
contig_1	cds	176898	178229	+	BEEJFJ_00865	glnA	type I glutamate--ammonia ligase	EC:6.3.1.2, GO:0004356, GO:0006542, KEGG:K01915, RefSeq:WP_251444971.1, SO:0001217, UniParc:UPI00203D0D54, UniRef:UniRef100_UPI00203D0D54, UniRef:UniRef50_A0A2R6LUS0, UniRef:UniRef90_UPI00203D0D54
contig_1	cds	178275	178817	+	BEEJFJ_00870		ANTAR domain-containing protein	RefSeq:WP_251444974.1, SO:0001217, UniParc:UPI00203E0899, UniRef:UniRef100_UPI00203E0899, UniRef:UniRef50_A0A644ZBJ7, UniRef:UniRef90_UPI00203E0899
contig_1	cds	178926	179741	+	BEEJFJ_00875	dapF	diaminopimelate epimerase	EC:5.1.1.7, GO:0008837, GO:0009089, KEGG:K01778, RefSeq:WP_251444977.1, SO:0001217, UniParc:UPI0020402438, UniRef:UniRef100_UPI0020402438, UniRef:UniRef50_A0A1I0DTJ4, UniRef:UniRef90_UPI0020402438
contig_1	cds	179743	180960	+	BEEJFJ_00880		LL-diaminopimelate aminotransferase	EC:2.6.1.83, GO:0008483, GO:0009058, GO:0030170, KEGG:K10206, RefSeq:WP_251444980.1, SO:0001217, UniParc:UPI00203B221A, UniRef:UniRef100_UPI00203B221A, UniRef:UniRef50_A0A1M5CMX8, UniRef:UniRef90_UPI00203B221A
contig_1	cds	181074	185615	+	BEEJFJ_00885	gltB	glutamate synthase large subunit	EC:1.4.1.13, GO:0003824, GO:0006537, GO:0006807, GO:0015930, GO:0016491, RefSeq:WP_251444983.1, SO:0001217, UniParc:UPI00203E854C, UniRef:UniRef100_UPI00203E854C, UniRef:UniRef50_A0A564WKR8, UniRef:UniRef90_UPI00203E854C
contig_1	cds	185615	187072	+	BEEJFJ_00890		glutamate synthase subunit beta	RefSeq:WP_251444986.1, SO:0001217, UniParc:UPI00203A73D6, UniRef:UniRef100_UPI00203A73D6, UniRef:UniRef50_D4JBT6, UniRef:UniRef90_UPI00203A73D6
contig_1	cds	187139	187747	-	BEEJFJ_00895		manganese catalase family protein	RefSeq:WP_251444988.1, SO:0001217, UniParc:UPI00203FFE77, UniRef:UniRef100_UPI00203FFE77, UniRef:UniRef50_A0A0P8WBP3, UniRef:UniRef90_UPI00203FFE77
contig_1	cds	187751	188212	-	BEEJFJ_00900		spore coat protein CotJB	KEGG:K06333, RefSeq:WP_251444991.1, SO:0001217, UniParc:UPI00203F5C14, UniRef:UniRef100_UPI00203F5C14, UniRef:UniRef50_R5H8H1, UniRef:UniRef90_UPI00203F5C14
contig_1	cds	188358	189104	+	BEEJFJ_00905		N-acetylmuramoyl-L-alanine amidase	RefSeq:WP_251444994.1, SO:0001217, UniParc:UPI00203C1AB3, UniRef:UniRef100_UPI00203C1AB3, UniRef:UniRef50_UPI00203C1AB3, UniRef:UniRef90_UPI00203C1AB3
contig_1	cds	189242	190615	+	BEEJFJ_00910	radA	DNA repair protein RadA	GO:0005524, GO:0006281, RefSeq:WP_251444997.1, SO:0001217, UniParc:UPI00203BE658, UniRef:UniRef100_UPI00203BE658, UniRef:UniRef50_A0A2U1CDZ4, UniRef:UniRef90_UPI00203BE658
contig_1	cds	190741	191808	+	BEEJFJ_00915	xerC	tyrosine recombinase XerC	SO:0001217, UniRef:UniRef50_R9LYS5, UniRef:UniRef90_UPI00203E0FD3
contig_1	cds	191762	192319	-	BEEJFJ_00920		amidase domain-containing protein	RefSeq:WP_251445004.1, SO:0001217, UniParc:UPI00203F752A, UniRef:UniRef100_UPI00203F752A, UniRef:UniRef50_R9LY73, UniRef:UniRef90_UPI00203F752A
contig_1	cds	192429	193502	-	BEEJFJ_00925		hypothetical protein	RefSeq:WP_251445007.1, SO:0001217, UniParc:UPI00203CBE7E, UniRef:UniRef100_UPI00203CBE7E, UniRef:UniRef50_UPI00203CBE7E, UniRef:UniRef90_UPI00203CBE7E
contig_1	cds	193499	194128	-	BEEJFJ_00930		redox-sensing transcriptional repressor Rex	GO:0045892, GO:0051775, KEGG:K01926, RefSeq:WP_251445010.1, SO:0001217, UniParc:UPI00203E7541, UniRef:UniRef100_UPI00203E7541, UniRef:UniRef50_V2Y8J2, UniRef:UniRef90_UPI00203E7541
contig_1	cds	194297	196273	-	BEEJFJ_00935	ligA	NAD-dependent DNA ligase LigA	EC:6.5.1.2, GO:0003677, GO:0003911, GO:0006260, GO:0006281, RefSeq:WP_251445012.1, SO:0001217, UniParc:UPI002041BFC6, UniRef:UniRef100_UPI002041BFC6, UniRef:UniRef50_B9DWM9, UniRef:UniRef90_UPI002041BFC6
contig_1	cds	196290	196895	-	BEEJFJ_00940	vanZ	VanZ family protein	RefSeq:WP_251445015.1, SO:0001217, UniParc:UPI00203EBA33, UniRef:UniRef100_UPI00203EBA33, UniRef:UniRef50_UPI00203EBA33, UniRef:UniRef90_UPI00203EBA33
